Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_Name,Segment,Region,State,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-10396,2023-05-23,2023-05-25,Standard Class,Customer_261,Consumer,West,Pennsylvania,Office Supplies,Storage,13.59,6.0,0.0,5.1
ORD-10397,2023-04-02,2023-04-06,Standard Class,Customer_79,Consumer,Central,Georgia,Office Supplies,Binders,42.77,5.0,0.3,5.7
ORD-10398,2023-12-20,2023-12-24,Standard Class,Customer_32,Consumer,South,Florida,Technology,Copiers,723.8,7.0,0.3,96.85
ORD-10399,2024-12-27,2024-12-30,First Class,Customer_73,Corporate,Central,New York,Office Supplies,Binders,34.39,12.0,0.1,13.81
ORD-10400,2023-02-20,2023-02-23,First Class,Customer_108,Consumer,South,Illinois,Technology,Accessories,482.55,2.0,0.0,102.57
ORD-10401,2024-10-26,2024-10-30,Standard Class,Customer_39,Corporate,East,New York,Office Supplies,Binders,,5.0,0.2,5.89
ORD-10402,2024-11-28,2024-12-01,Second Class,Customer_184,Consumer,East,Washington,Technology,Phones,687.42,10.0,0.0,277.01
ORD-10403,2024-07-28,2024-07-29,First Class,Customer_67,Consumer,Central,Florida,Furniture,Furnishings,199.59,3.0,0.2,16.28
ORD-10404,2023-07-09,2023-07-15,Standard Class,Customer_194,Corporate,East,California,Furniture,Bookcases,125.05,9.0,,17.94
ORD-10405,2023-05-05,2023-05-08,Standard Class,Customer_15,Consumer,South,New York,Office Supplies,Storage,18.78,13.0,0.1,7.69
ORD-10406,2023-05-30,2023-06-04,First Class,Customer_297,Home Office,East,New York,Technology,Copiers,170.49,6.0,0.2,6.89
ORD-10407,2023-11-10,2023-11-13,Second Class,Customer_148,Home Office,West,Illinois,Technology,Phones,273.19,13.0,0.1,63.35
ORD-10408,2024-07-23,2024-07-25,Standard Class,Customer_17,Consumer,West,Texas,Furniture,Tables,76.95,10.0,,19.64
ORD-10409,2023-12-08,2023-12-09,Standard Class,Customer_73,Consumer,Central,California,Office Supplies,Binders,27.72,,0.1,10.11
ORD-10410,2023-11-01,2023-11-03,Standard Class,Customer_126,Home Office,Central,New York,Technology,Phones,767.88,7.0,0.1,84.85
ORD-10411,2024-11-22,2024-11-24,Standard Class,Customer_296,Home Office,Central,Michigan,Office Supplies,Art,97.05,4.0,0.1,28.46
ORD-10412,2024-11-12,2024-11-17,Second Class,Customer_22,Home Office,Central,California,Technology,Copiers,44.73,14.0,0.2,4.42
ORD-10413,2023-02-23,2023-02-24,Standard Class,Customer_9,Consumer,South,Michigan,Technology,Phones,1615.68,3.0,0.1,501.2
ORD-10414,2024-03-19,2024-03-20,Second Class,Customer_84,Home Office,South,Florida,Office Supplies,Storage,119.16,8.0,0.1,22.34
ORD-10415,2024-09-04,2024-09-05,First Class,Customer_61,Consumer,West,New York,Office Supplies,Paper,13.0,13.0,0.15,4.43
ORD-10416,2023-09-21,2023-09-22,Standard Class,Customer_185,Corporate,South,New York,Office Supplies,Storage,52.38,4.0,0.0,14.56
ORD-10417,2023-02-22,2023-02-23,Standard Class,Customer_226,Home Office,East,Ohio,Office Supplies,Art,33.96,11.0,0.0,5.2
ORD-10418,2024-07-25,2024-07-30,Standard Class,Customer_226,Consumer,West,Ohio,Technology,Phones,233.24,1.0,0.4,-17.05
ORD-10419,2024-09-11,2024-09-14,Second Class,Customer_160,Home Office,Central,Illinois,Office Supplies,Art,12.37,6.0,0.2,1.84
ORD-10420,2023-01-05,2023-01-07,Standard Class,Customer_176,Consumer,Central,Georgia,Technology,Machines,683.23,10.0,0.15,206.05
ORD-10421,2023-04-13,2023-04-14,Second Class,Customer_259,Home Office,South,Georgia,Furniture,Chairs,526.08,11.0,0.15,60.15
ORD-10422,2023-07-15,2023-07-18,First Class,Customer_20,Consumer,West,Texas,Technology,Phones,492.94,11.0,0.0,123.68
ORD-10423,2023-12-16,2023-12-19,Standard Class,Customer_59,Home Office,South,Illinois,Office Supplies,Paper,168.83,1.0,0.15,49.27
ORD-10424,2023-02-16,2023-02-18,First Class,Customer_164,Consumer,South,Georgia,Furniture,Chairs,257.81,5.0,0.1,38.67
ORD-10425,2024-10-17,2024-10-22,Same Day,Customer_279,Corporate,South,Illinois,Furniture,Chairs,165.13,7.0,0.1,40.57
ORD-10426,2023-09-26,2023-09-30,Standard Class,Customer_282,Corporate,West,New York,Office Supplies,Art,21.33,6.0,0.1,5.27
ORD-10427,2024-01-05,2024-01-09,Standard Class,Customer_257,Consumer,Central,Ohio,Office Supplies,Paper,24.11,14.0,0.0,8.86
ORD-10428,2024-09-27,2024-09-30,Same Day,Customer_54,Consumer,East,Ohio,Technology,Copiers,880.34,2.0,0.0,255.31
ORD-10429,2023-04-16,2023-04-22,Same Day,Customer_27,Corporate,Central,Ohio,Furniture,Chairs,387.94,11.0,0.4,-32.65
ORD-10430,2024-10-31,2024-11-06,Standard Class,Customer_84,Consumer,West,Georgia,Furniture,Chairs,212.52,4.0,0.1,60.95
ORD-10431,2024-10-20,2024-10-22,Standard Class,Customer_215,Corporate,Central,California,Office Supplies,Storage,29.53,11.0,0.1,5.56
ORD-10432,2024-10-18,2024-10-22,Standard Class,Customer_270,Consumer,Central,Pennsylvania,Office Supplies,Binders,84.75,2.0,0.0,20.44
ORD-10433,2023-04-30,2023-05-03,Same Day,Customer_186,Home Office,East,New York,Office Supplies,Art,15.28,11.0,0.0,6.85
ORD-10434,2024-08-26,2024-08-31,Standard Class,Customer_192,Consumer,Central,Florida,Technology,Phones,138.62,1.0,0.2,28.98
ORD-10435,2023-02-27,2023-03-03,Standard Class,Customer_4,Consumer,Central,Illinois,Technology,Machines,685.44,,0.1,275.14
ORD-10436,2023-12-12,2023-12-15,First Class,Customer_55,Consumer,Central,Ohio,Technology,Phones,482.86,3.0,0.1,155.83
ORD-10437,2024-04-18,2024-04-21,Standard Class,Customer_109,Consumer,South,Ohio,Technology,Phones,160.54,12.0,0.0,39.9
ORD-10438,2023-04-27,2023-04-28,Second Class,Customer_195,Consumer,West,Ohio,Office Supplies,Paper,54.39,7.0,0.2,9.67
ORD-10439,2023-05-07,2023-05-12,Standard Class,Customer_2,Consumer,West,New York,Office Supplies,Binders,24.12,1.0,0.0,6.48
ORD-10440,2024-01-28,2024-01-29,First Class,Customer_214,Home Office,East,Ohio,Office Supplies,Art,52.77,9.0,0.0,11.5
ORD-10441,2024-10-02,2024-10-04,Standard Class,Customer_54,Corporate,South,Texas,Technology,Accessories,359.26,11.0,0.1,80.55
ORD-10442,2023-02-27,2023-02-28,Second Class,Customer_195,Corporate,South,Illinois,Furniture,Bookcases,198.58,6.0,0.0,85.09
ORD-10443,2024-09-25,2024-09-26,Second Class,Customer_267,Consumer,Central,New York,Office Supplies,Art,34.12,4.0,0.0,12.69
ORD-10444,2024-05-27,2024-05-31,Standard Class,Customer_196,Corporate,West,Illinois,Furniture,Tables,114.8,3.0,,11.91
ORD-10445,2023-04-06,2023-04-12,Standard Class,Customer_169,Consumer,East,Michigan,Office Supplies,Art,37.1,3.0,0.15,6.54
ORD-10446,2024-09-29,2024-10-02,Standard Class,Customer_272,Corporate,South,Washington,Technology,Copiers,1000.0,2.0,0.3,68.57
ORD-10447,2023-04-28,2023-05-03,Standard Class,Customer_78,Consumer,Central,Texas,Technology,Phones,377.63,2.0,0.1,47.16
ORD-10448,2024-07-13,2024-07-14,First Class,Customer_13,Consumer,East,California,Office Supplies,Art,183.75,14.0,0.0,74.8
ORD-10449,2024-08-23,2024-08-28,First Class,Customer_40,Consumer,South,California,Technology,Copiers,69.01,12.0,0.0,22.89
ORD-10450,2024-05-02,2024-05-08,Standard Class,Customer_222,Home Office,East,Pennsylvania,Office Supplies,Binders,32.11,13.0,0.5,-6.78
ORD-10451,2023-08-25,2023-08-31,Second Class,Customer_64,Consumer,South,Texas,Furniture,Furnishings,436.05,10.0,0.15,43.27
ORD-10452,2023-09-29,2023-09-30,Second Class,Customer_55,Corporate,East,Illinois,Office Supplies,Labels,215.44,5.0,0.2,55.59
ORD-10453,2023-07-08,2023-07-10,First Class,Customer_93,Consumer,South,California,Office Supplies,Art,12.93,9.0,0.0,4.13
ORD-10454,2024-12-04,2024-12-05,Standard Class,Customer_60,Corporate,South,Washington,Furniture,Bookcases,283.66,2.0,0.1,100.76
ORD-10455,2024-03-22,2024-03-26,Standard Class,Customer_52,Home Office,East,California,Technology,Machines,525.21,2.0,0.0,249.88
ORD-10456,2024-08-03,2024-08-06,Standard Class,Customer_92,Consumer,South,Ohio,Office Supplies,Labels,119.77,12.0,0.15,35.55
ORD-10457,2023-09-04,2023-09-06,Standard Class,Customer_163,Consumer,South,Pennsylvania,Technology,Phones,243.24,6.0,0.4,-12.81
ORD-10458,2023-03-17,2023-03-18,Standard Class,Customer_100,Home Office,South,New York,Office Supplies,Binders,,13.0,0.4,-8.44
ORD-10459,2023-06-03,2023-06-08,Standard Class,Customer_14,Corporate,East,Florida,Furniture,Tables,118.28,10.0,0.1,33.71
ORD-10460,2024-10-17,2024-10-19,Standard Class,Customer_285,Consumer,East,Florida,Office Supplies,Paper,37.83,2.0,0.1,16.16
ORD-10461,2024-03-10,2024-03-12,Second Class,Customer_229,Corporate,South,California,Furniture,Chairs,3048.07,12.0,0.4,323.88
ORD-10462,2023-03-27,2023-03-28,Standard Class,Customer_145,Corporate,South,Illinois,Office Supplies,Art,67.38,4.0,0.15,3.76
ORD-10463,2024-11-27,2024-11-29,Standard Class,Customer_150,Consumer,East,Illinois,Technology,Machines,642.5,6.0,0.0,190.19
ORD-10464,2023-10-12,2023-10-17,Standard Class,Customer_230,Home Office,Central,Ohio,Office Supplies,Labels,15.36,5.0,0.1,3.77
ORD-10465,2023-08-08,2023-08-14,Standard Class,Customer_93,Consumer,South,California,Office Supplies,Paper,28.62,1.0,,7.5
ORD-10466,2023-03-10,2023-03-12,Second Class,Customer_18,Consumer,Central,California,Furniture,Tables,376.05,6.0,0.1,20.64
ORD-10467,2023-02-16,2023-02-22,Standard Class,Customer_286,Corporate,East,Florida,Furniture,Chairs,59.4,1.0,0.1,14.98
ORD-10468,2023-04-04,2023-04-09,Standard Class,Customer_31,Consumer,South,Michigan,Furniture,Chairs,865.98,3.0,0.15,131.81
ORD-10469,2024-03-28,2024-03-29,Standard Class,Customer_108,Consumer,Central,California,Office Supplies,Paper,,10.0,0.1,45.02
ORD-10470,2023-07-23,2023-07-26,Standard Class,Customer_60,Corporate,East,New York,Furniture,Tables,413.59,5.0,,148.1
ORD-10471,2023-08-06,2023-08-08,Standard Class,Customer_180,Home Office,Central,Pennsylvania,Office Supplies,Binders,81.74,14.0,0.1,24.32
ORD-10472,2024-04-18,2024-04-21,First Class,Customer_264,Home Office,West,Pennsylvania,Office Supplies,Art,106.27,10.0,0.3,7.49
ORD-10473,2024-03-07,2024-03-12,Standard Class,Customer_268,Home Office,East,New York,Office Supplies,Paper,110.18,13.0,0.15,24.51
ORD-10474,2023-12-07,2023-12-09,Standard Class,Customer_190,Home Office,West,Michigan,Furniture,Bookcases,,5.0,0.0,92.05
ORD-10475,2024-07-04,2024-07-10,Standard Class,Customer_187,Consumer,East,Illinois,Office Supplies,Binders,17.04,13.0,0.4,-1.59
ORD-10476,2024-09-03,2024-09-07,Standard Class,Customer_86,Consumer,East,Florida,Technology,Machines,476.37,10.0,0.3,79.6
ORD-10477,2023-10-16,2023-10-19,Second Class,Customer_271,Home Office,South,Pennsylvania,Office Supplies,Binders,113.45,6.0,0.0,41.61
ORD-10478,2023-09-11,2023-09-13,Second Class,Customer_171,Consumer,West,Texas,Office Supplies,Art,56.76,12.0,0.0,18.06
ORD-10479,2023-12-23,2023-12-26,Second Class,Customer_290,Corporate,West,Washington,Furniture,Tables,539.46,10.0,0.2,112.69
ORD-10480,2023-01-23,2023-01-25,Standard Class,Customer_74,Corporate,West,Florida,Technology,Copiers,618.06,8.0,0.3,74.46
ORD-10481,2024-06-05,2024-06-06,Standard Class,Customer_154,Consumer,East,Michigan,Office Supplies,Labels,92.04,5.0,0.4,13.74
ORD-10482,2023-04-10,2023-04-16,First Class,Customer_179,Home Office,West,Texas,Office Supplies,Storage,33.11,14.0,0.3,3.08
ORD-10483,2023-06-29,2023-07-02,Same Day,Customer_163,Consumer,West,California,Technology,Phones,676.62,11.0,0.15,87.96
ORD-10484,2023-08-11,2023-08-15,Standard Class,Customer_102,Consumer,South,New York,Office Supplies,Art,24.75,1.0,0.1,6.21
ORD-10485,2024-10-20,2024-10-24,Standard Class,Customer_142,Home Office,Central,California,Office Supplies,Paper,24.92,5.0,0.0,9.93
ORD-10486,2024-03-17,2024-03-22,,Customer_76,Consumer,Central,Ohio,Office Supplies,Art,36.83,3.0,0.0,15.82
ORD-10487,2024-08-30,2024-09-01,Standard Class,Customer_223,Consumer,West,Georgia,Office Supplies,Paper,78.71,4.0,0.1,10.3
ORD-10488,2023-11-21,2023-11-24,Standard Class,Customer_186,Corporate,West,New York,Technology,Accessories,465.69,13.0,0.15,109.57
ORD-10489,2024-05-30,2024-06-04,Standard Class,Customer_99,Home Office,West,Texas,Office Supplies,Binders,58.25,8.0,0.15,8.34
ORD-10490,2023-01-16,2023-01-19,Second Class,Customer_211,Corporate,West,Washington,Office Supplies,Art,41.23,7.0,,5.14
ORD-10491,2023-12-02,2023-12-04,Standard Class,Customer_230,Corporate,,Georgia,Furniture,Bookcases,289.1,11.0,0.0,120.75
ORD-10492,2023-09-15,2023-09-19,Standard Class,Customer_256,Corporate,South,Ohio,Furniture,Furnishings,117.81,5.0,0.15,32.36
ORD-10493,2024-05-11,2024-05-12,Standard Class,Customer_289,Consumer,East,Illinois,Office Supplies,Binders,19.1,2.0,0.0,5.65
ORD-10494,2023-06-09,2023-06-13,First Class,Customer_70,Home Office,West,Ohio,Office Supplies,Art,76.2,6.0,0.1,
ORD-10495,2024-04-19,2024-04-24,Standard Class,Customer_291,Home Office,West,Georgia,Office Supplies,Paper,6.57,11.0,0.2,0.83
ORD-10496,2024-10-25,2024-10-31,Second Class,Customer_131,Consumer,Central,Pennsylvania,Office Supplies,Art,121.38,6.0,0.15,54.18
ORD-10497,2024-11-20,2024-11-21,Standard Class,Customer_74,Consumer,West,Florida,Office Supplies,Storage,59.3,10.0,0.5,-4.61
ORD-10498,2024-11-05,2024-11-10,Second Class,Customer_297,Home Office,South,Michigan,Furniture,Tables,203.77,10.0,0.0,
ORD-10499,2024-01-15,2024-01-17,Standard Class,Customer_156,Home Office,South,California,Office Supplies,Labels,5.0,14.0,0.1,1.83
ORD-10500,2024-06-28,2024-06-29,Standard Class,Customer_75,Home Office,West,Illinois,Furniture,Tables,146.3,11.0,0.0,67.09
ORD-10501,2024-11-21,2024-11-26,Standard Class,Customer_6,Home Office,Central,Michigan,Technology,Machines,324.09,6.0,0.1,
ORD-10502,2024-03-02,2024-03-04,Standard Class,Customer_253,Corporate,West,Ohio,Office Supplies,Binders,6.0,14.0,0.3,1.48
ORD-10503,2024-09-04,2024-09-08,Standard Class,Customer_57,Corporate,,Washington,Furniture,Tables,211.29,9.0,0.15,57.39
ORD-10504,2023-09-25,2023-10-01,Second Class,Customer_170,Corporate,Central,California,Office Supplies,Labels,108.89,11.0,,5.66
ORD-10505,2024-07-30,2024-08-01,Standard Class,Customer_289,Consumer,South,Illinois,Office Supplies,Labels,48.66,8.0,0.0,16.24
ORD-10506,2024-02-21,2024-02-24,Standard Class,Customer_45,Corporate,East,Michigan,Office Supplies,Binders,122.5,8.0,0.3,6.94
ORD-10507,2023-06-17,2023-06-19,Standard Class,Customer_12,Consumer,West,California,Office Supplies,Binders,25.84,1.0,0.0,8.21
ORD-10508,2023-02-12,2023-02-14,Second Class,Customer_231,Corporate,South,California,Office Supplies,Paper,10.41,5.0,0.3,1.86
ORD-10509,2024-07-09,2024-07-15,Same Day,Customer_1,Consumer,West,Illinois,Furniture,Bookcases,411.58,7.0,0.0,144.08
ORD-10510,2023-10-12,2023-10-15,Second Class,Customer_111,Consumer,East,Texas,Furniture,Furnishings,473.69,6.0,0.0,202.61
ORD-10511,2024-02-01,2024-02-06,Standard Class,Customer_220,Consumer,Central,Florida,Furniture,Chairs,616.22,5.0,,
ORD-10512,2023-01-12,2023-01-17,,Customer_89,Consumer,South,Texas,Office Supplies,Art,129.42,8.0,0.4,-12.67
ORD-10513,2024-08-29,2024-08-31,First Class,Customer_52,Consumer,East,California,Technology,Copiers,363.87,3.0,0.0,77.37
ORD-10514,2023-10-29,2023-11-01,First Class,Customer_7,Consumer,West,Georgia,Office Supplies,Storage,114.98,6.0,0.1,18.52
ORD-10515,2023-09-10,2023-09-13,Standard Class,Customer_4,Home Office,East,New York,Furniture,Chairs,1415.57,5.0,0.3,64.92
ORD-10516,2024-05-13,2024-05-19,Standard Class,Customer_38,Consumer,South,Georgia,Office Supplies,Art,94.85,8.0,0.1,25.68
ORD-10517,2023-02-04,2023-02-08,Standard Class,Customer_98,Consumer,Central,Illinois,Technology,Phones,195.87,4.0,0.0,58.4
ORD-10518,2024-12-27,2025-01-01,Standard Class,Customer_272,Corporate,West,California,Office Supplies,Art,49.08,8.0,0.1,15.52
ORD-10519,2023-03-31,2023-04-06,Second Class,Customer_207,Corporate,Central,California,Technology,Machines,518.34,10.0,0.1,112.89
ORD-10520,2024-08-27,2024-08-28,Standard Class,Customer_251,Consumer,Central,Washington,Office Supplies,Storage,66.22,14.0,0.3,6.66
ORD-10521,2024-08-24,2024-08-29,Standard Class,Customer_19,Corporate,East,Florida,Furniture,Chairs,252.94,2.0,0.2,45.38
ORD-10522,2024-02-22,2024-02-28,Second Class,Customer_28,Corporate,East,Washington,Technology,Copiers,1042.65,9.0,0.1,415.76
ORD-10523,2023-04-25,2023-04-30,,Customer_54,Consumer,South,Illinois,Office Supplies,Storage,9.99,13.0,0.5,-1.78
ORD-10524,2024-09-08,2024-09-12,Standard Class,Customer_144,Consumer,South,Pennsylvania,Office Supplies,Binders,51.51,9.0,0.1,22.49
ORD-10525,2023-07-15,2023-07-16,Second Class,Customer_275,Home Office,Central,Texas,Office Supplies,Binders,67.68,14.0,0.0,20.47
ORD-10526,2024-05-15,2024-05-19,Standard Class,Customer_81,Home Office,South,Washington,Technology,Copiers,206.34,10.0,0.0,50.1
ORD-10527,2024-09-17,2024-09-18,First Class,Customer_282,Corporate,Central,Illinois,Office Supplies,Labels,109.89,10.0,0.1,26.66
ORD-10528,2024-05-07,2024-05-09,First Class,Customer_76,Consumer,West,Texas,Office Supplies,Storage,63.46,13.0,0.0,38.66
ORD-10529,2023-03-16,2023-03-22,Standard Class,Customer_190,Consumer,Central,Illinois,Office Supplies,Art,57.11,6.0,0.4,3.52
ORD-10530,2024-02-17,2024-02-18,Second Class,Customer_77,Corporate,South,Pennsylvania,Office Supplies,Storage,78.42,4.0,0.2,17.11
ORD-10531,2024-01-11,2024-01-15,First Class,Customer_80,Consumer,South,Florida,Office Supplies,Labels,57.58,4.0,0.0,23.81
ORD-10532,2024-02-24,2024-02-29,Standard Class,Customer_260,Consumer,Central,Florida,Technology,Phones,666.38,13.0,0.15,102.24
ORD-10533,2024-12-29,2024-12-30,Standard Class,Customer_164,Corporate,East,Illinois,Technology,Phones,35.56,6.0,0.2,6.97
ORD-10534,2023-10-04,2023-10-10,First Class,Customer_208,Consumer,Central,Washington,Technology,Accessories,55.29,5.0,0.4,-0.54
ORD-10535,2024-11-06,2024-11-07,Standard Class,Customer_11,Corporate,Central,Florida,Furniture,Tables,560.99,6.0,0.3,126.07
ORD-10536,2024-01-29,2024-02-01,Standard Class,Customer_287,Home Office,East,New York,Office Supplies,Art,49.96,7.0,0.1,12.55
ORD-10537,2024-04-01,2024-04-06,First Class,Customer_160,Consumer,West,Washington,Office Supplies,Labels,26.92,7.0,,3.76
ORD-10538,2023-07-11,2023-07-17,Second Class,Customer_294,Home Office,East,Michigan,Office Supplies,Art,62.91,9.0,0.15,7.66
ORD-10539,2024-11-19,2024-11-25,Standard Class,Customer_85,Consumer,South,Ohio,Office Supplies,Art,48.83,8.0,0.15,11.05
ORD-10540,2023-04-09,2023-04-11,Standard Class,Customer_56,Home Office,East,Illinois,Technology,Accessories,,13.0,0.0,69.21
ORD-10541,2024-07-01,2024-07-05,Standard Class,Customer_152,Consumer,South,Illinois,Office Supplies,Art,194.52,6.0,,49.38
ORD-10542,2023-04-06,2023-04-08,Standard Class,Customer_219,Consumer,South,Illinois,Office Supplies,Paper,139.68,12.0,0.1,41.38
ORD-10543,2024-10-25,2024-10-31,Standard Class,Customer_240,Corporate,Central,Pennsylvania,Furniture,Furnishings,178.69,6.0,0.0,65.88
ORD-10544,2024-10-24,2024-10-29,Second Class,Customer_113,Consumer,Central,Illinois,Office Supplies,Binders,31.02,14.0,0.0,13.37
ORD-10545,2023-07-09,2023-07-10,Standard Class,Customer_238,Home Office,West,Florida,Office Supplies,Labels,25.81,5.0,0.2,6.89
ORD-10546,2023-02-06,2023-02-07,Standard Class,Customer_210,Consumer,South,Florida,Technology,Copiers,269.93,1.0,0.0,96.51
ORD-10547,2024-01-04,2024-01-09,Standard Class,Customer_295,Consumer,Central,Ohio,Furniture,Furnishings,489.75,9.0,0.15,64.69
ORD-10548,2024-11-25,2024-12-01,Same Day,Customer_274,Consumer,South,Ohio,Furniture,Furnishings,316.88,9.0,0.1,61.33
ORD-10549,2024-06-08,2024-06-09,Standard Class,Customer_199,Consumer,West,Georgia,Office Supplies,Paper,35.5,9.0,,4.65
ORD-10550,2023-10-06,2023-10-07,Standard Class,Customer_198,Consumer,South,Washington,Furniture,Bookcases,265.11,11.0,0.1,72.44
ORD-10551,2023-08-05,2023-08-06,Standard Class,Customer_164,Corporate,West,Florida,Furniture,Bookcases,208.94,8.0,0.0,102.32
ORD-10552,2023-09-30,2023-10-04,Second Class,Customer_66,Corporate,West,Florida,Furniture,Furnishings,137.93,13.0,0.15,35.16
ORD-10553,2023-03-03,2023-03-07,Second Class,Customer_42,Home Office,West,Pennsylvania,Furniture,Furnishings,115.62,10.0,0.3,16.22
ORD-10554,2024-08-18,2024-08-21,,Customer_137,Home Office,Central,Florida,Furniture,Tables,108.08,13.0,0.5,-2.69
ORD-10555,2024-12-29,2024-12-31,Standard Class,Customer_162,Consumer,East,Florida,Office Supplies,Binders,62.0,3.0,0.1,10.05
ORD-10556,2023-12-08,2023-12-13,Standard Class,Customer_28,Corporate,East,Georgia,Office Supplies,Binders,103.44,1.0,0.0,38.74
ORD-10557,2024-02-01,2024-02-06,Standard Class,Customer_296,Consumer,Central,New York,Technology,Machines,425.79,11.0,0.3,-8.07
ORD-10558,2024-11-29,2024-12-04,Standard Class,Customer_175,Corporate,South,Georgia,Office Supplies,Paper,5.73,12.0,0.0,1.88
ORD-10559,2023-01-19,2023-01-22,Standard Class,Customer_151,Consumer,Central,New York,Office Supplies,Art,60.78,12.0,0.15,16.18
ORD-10560,2023-06-26,2023-06-30,Standard Class,Customer_174,Home Office,South,Georgia,Furniture,Bookcases,172.25,8.0,0.1,30.66
ORD-10561,2024-09-03,2024-09-09,Standard Class,Customer_77,Corporate,West,Florida,Office Supplies,Paper,20.23,7.0,0.0,7.98
ORD-10562,2024-01-31,2024-02-06,Standard Class,Customer_99,Home Office,,Georgia,Office Supplies,Binders,13.14,13.0,0.0,3.02
ORD-10563,2024-03-20,2024-03-23,Second Class,Customer_37,Home Office,East,Florida,Furniture,Tables,,5.0,0.0,51.96
ORD-10564,2023-08-21,2023-08-27,Standard Class,Customer_264,Home Office,South,Florida,Office Supplies,Binders,,10.0,0.15,3.36
ORD-10565,2023-03-17,2023-03-22,Standard Class,Customer_64,Home Office,Central,Ohio,Office Supplies,Paper,9.86,7.0,0.4,-0.91
ORD-10566,2023-09-22,2023-09-24,Standard Class,Customer_262,Consumer,Central,California,Office Supplies,Storage,20.79,10.0,0.0,4.89
ORD-10567,2024-03-30,2024-03-31,Same Day,Customer_156,Consumer,South,New York,Furniture,Chairs,428.11,4.0,0.2,52.94
ORD-10568,2024-12-18,2024-12-22,First Class,Customer_26,Consumer,West,Michigan,Office Supplies,Storage,117.86,9.0,0.0,23.26
ORD-10569,2024-01-19,2024-01-23,Standard Class,Customer_106,Consumer,West,Washington,Office Supplies,Storage,6.3,11.0,0.1,1.36
ORD-10570,2024-07-17,2024-07-20,Standard Class,Customer_81,Corporate,West,Washington,Furniture,Chairs,535.76,10.0,0.0,
ORD-10571,2024-05-20,2024-05-24,Standard Class,Customer_81,Consumer,West,Georgia,Office Supplies,Labels,43.44,14.0,0.4,-1.09
ORD-10572,2024-01-02,2024-01-07,Standard Class,Customer_145,Corporate,South,California,Office Supplies,Art,13.73,2.0,0.2,1.04
ORD-10573,2023-05-24,2023-05-30,Standard Class,Customer_233,Home Office,East,Pennsylvania,Technology,Machines,264.42,9.0,0.15,61.64
ORD-10574,2023-03-10,2023-03-15,Second Class,Customer_1,Home Office,Central,Michigan,Furniture,Bookcases,411.57,9.0,0.3,37.47
ORD-10575,2023-04-09,2023-04-12,Standard Class,Customer_234,Consumer,Central,Washington,Technology,Copiers,382.64,5.0,0.15,142.16
ORD-10576,2024-01-31,2024-02-05,,Customer_236,Consumer,West,Texas,Office Supplies,Storage,8.41,11.0,0.4,0.45
ORD-10577,2023-01-25,2023-01-31,Standard Class,Customer_204,Consumer,South,Illinois,Office Supplies,Storage,47.82,1.0,0.2,9.3
ORD-10578,2024-04-13,2024-04-15,First Class,Customer_252,Consumer,East,Texas,Furniture,Chairs,490.79,7.0,0.4,30.63
ORD-10579,2024-04-28,2024-05-01,First Class,Customer_221,Corporate,East,Pennsylvania,Office Supplies,Binders,75.09,10.0,0.1,18.72
ORD-10580,2024-07-18,2024-07-20,Standard Class,Customer_0,Corporate,Central,Michigan,Office Supplies,Art,36.43,10.0,0.0,12.53
ORD-10581,2023-05-31,2023-06-01,Standard Class,Customer_29,Corporate,West,Washington,Office Supplies,Art,49.42,4.0,0.1,19.41
ORD-10582,2023-05-24,2023-05-26,Standard Class,Customer_220,Home Office,Central,Georgia,Furniture,Chairs,222.37,9.0,0.0,48.73
ORD-10583,2024-07-22,2024-07-23,Standard Class,Customer_75,Corporate,Central,Illinois,Technology,Machines,539.46,6.0,0.15,157.76
ORD-10584,2023-02-08,2023-02-09,Standard Class,Customer_23,Consumer,East,New York,Office Supplies,Binders,75.15,13.0,0.1,18.87
ORD-10585,2023-04-19,2023-04-21,,Customer_239,Corporate,,Washington,Office Supplies,Paper,5.0,3.0,,0.96
ORD-10586,2024-11-23,2024-11-26,Standard Class,Customer_198,Consumer,East,Washington,Office Supplies,Paper,84.57,6.0,0.0,25.86
ORD-10587,2023-02-11,2023-02-17,Same Day,Customer_293,Consumer,Central,Pennsylvania,Furniture,Chairs,400.31,13.0,,145.03
ORD-10588,2023-07-05,2023-07-10,Standard Class,Customer_173,Consumer,West,Washington,Office Supplies,Paper,29.21,10.0,0.1,7.49
ORD-10589,2024-02-02,2024-02-07,Same Day,Customer_197,Consumer,West,Michigan,Office Supplies,Labels,101.46,6.0,0.4,-4.38
ORD-10590,2023-08-11,2023-08-17,Standard Class,Customer_242,Consumer,South,California,Furniture,Furnishings,222.6,5.0,0.1,45.36
ORD-10591,2024-09-25,2024-09-26,First Class,Customer_288,Consumer,South,Michigan,Office Supplies,Art,24.28,2.0,0.1,2.61
ORD-10592,2023-05-13,2023-05-14,Standard Class,Customer_159,Corporate,South,New York,Technology,Phones,221.85,10.0,0.2,24.87
ORD-10593,2023-06-12,2023-06-15,,Customer_20,Corporate,Central,California,Office Supplies,Storage,51.89,10.0,0.15,9.03
ORD-10594,2023-08-03,2023-08-07,First Class,Customer_30,Consumer,Central,Washington,Office Supplies,Binders,35.14,2.0,0.0,12.72
